,Production Year,Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level,Egg Target,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area,Release/ Transfer Target,Mark Type,Clip Type,Target # to Mark,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
388,2017,Lower Fraser River,OPS,Chilliwack R,WEM - Chilliwack River Hatchery,Chinook,Spring,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,29E,Rebuilding,Primary,65000,Release,Smolt 0+,Chilliwack R,,29E,50000,Coded Wire Tag,AD,-,,,Remnant native stock. Difficult to obtain brood stock. AdCWT'd if broodstock obtained.,
389,2016,Lower Fraser River,OPS,Chilliwack R,WEM - Chilliwack River Hatchery,Chinook,Spring,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,29E,Rebuilding,Primary,65000,Release,Smolt 0+,Chilliwack R,,29E,50000,Coded Wire Tag,AD,-,,,Remnant native stock. Difficult to obtain brood stock. AdCWT'd if broodstock obtained.,
390,2015,Lower Fraser River,OPS,Chilliwack R,WEM - Chilliwack River Hatchery,Chinook,Spring,Chilliwack R,CK-6,LOWER FRASER RIVER-SUMMER TIMING,29E,Rebuilding,Primary,65000,Release,Smolt 0+,Chilliwack R,,29E,50000,Coded Wire Tag,AD,-,,,Remnant native stock. Difficult to obtain brood stock. AdCWT'd if broodstock obtained.,
391,2014,Lower Fraser River,OPS,Chilliwack R,WEM - Chilliwack River Hatchery,Chinook,Spring,Chilliwack R,CK-6,LOWER FRASER RIVER-SUMMER TIMING,29E,Rebuilding,Primary,65000,Release,Smolt 0+,Chilliwack R,,29E,50000,Coded Wire Tag,AD,-,,,Remnant native stock. Difficult to obtain brood stock. AdCWT'd if broodstock obtained.,
392,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Fed Fry,Elaho R,,28,5000,Coded Wire Tag,AD,"5,000",,,,
393,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,"35,000",Release,Fed Fry,Elaho R,,28,0,Parentage-based Tagging,N/A,"5,000",,,,
394,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,0,Release,Fed Fry,Elaho R,Tenderfoot Creek H,28,5000,Coded Wire Tag,AD,5000,,,,Final
395,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,35000,Release,Fed Fry,Elaho R,Tenderfoot Creek H,28,0,Parentage-based Tagging,N/A,5000,,,,Final
396,2019,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,"35,000",Release,Fed Fry,Elaho R,,28,"5,000",Coded Wire Tag,AD,"5,000",,,"2018: Potential transfer of shovelnose FF into Elaho River for Recovery. Under discussion for 2018 Brood Year, contigent upon formal rebuilding plan.",
397,2018,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,35000,Release,Fed Fry,Elaho R,,28,15000,,,,,,"2018: Potential transfer of shovelnose FF into Elaho River for Recovery. Under discussion for 2018 Brood Year, contigent upon formal rebuilding plan.",
398,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Elaho R,,28,10000,Coded Wire Tag,AD,"10,000",,,2018: Included a Yearling Smolt release to Elaho Rebuilding plan,
399,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Elaho R,,28,0,Parentage-based Tagging,N/A,"10,000",,,,
400,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,0,Release,Smolt 1+,Elaho R,Tenderfoot Creek H,28,10000,Coded Wire Tag,AD,10000,,,,Final
401,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,0,Release,Smolt 1+,Elaho R,Tenderfoot Creek H,28,0,Parentage-based Tagging,N/A,10000,,,,Final
402,2019,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Elaho R,,28,"10,000",Coded Wire Tag,AD,"10,000",,,2018: Included a Yearling Smolt release to Elaho Rebuilding plan,
403,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,"40,000",Release,Fed Fry,Mamquam R,,28,15000,Parentage-based Tagging,N/A,"15,000",,,"Fry are a contingency release to allow for release of healthy fry after BKD screening, as well as eggs from low positive brood. Total release target exceeds egg target to provide flexibility in releases.",
404,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,0,Release,Fed Fry,Mamquam R,Tenderfoot Creek H,28,5000,Coded Wire Tag,AD,5000,,,"2021: Initial assessment results from this rebuilding program suggested that a recalibration of initial (2014) targets was required. Additional monitoring and assessment is required before a full rebuilding phase shift can be implemented. Targets may be subject to in-season adjustments depending on broodstock availability and environmental conditions. Smolt 1+ strategy will be prioritized fed fry release, if necessary.",Final
405,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,18000,Release,Fed Fry,Mamquam R,Tenderfoot Creek H,28,0,Parentage-based Tagging,N/A,5000,,,,Final
406,2019,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,"40,000",Release,Fed Fry,Mamquam R,,28,"15,000",,,,,,"Fry are a contingency release to allow for release of healthy fry after BKD screening, as well as eggs from low positive brood. Total release target exceeds egg target to provide flexibility in releases.",
407,2018,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,40000,Release,Fed Fry,Mamquam R,,28,15000,Parentage-based Tagging,N/A,15000,,,"Fry are a contingency release to allow for release of healthy fry after BKD screening, as well as eggs from low positive brood. Total release target exceeds egg target to provide flexibility in releases.",
408,2017,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,40000,Release,Fed Fry,Mamquam R,,28,15000,Parentage-based Tagging,N/A,15000,,,"Fry are a contingency release to allow for release of healthy fry after BKD screening, as well as eggs from low positive brood. Total release target exceeds egg target to provide flexibility in releases.",
409,2016,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,40000,Release,Fed Fry,Mamquam R,,28,15000,Parentage-based Tagging,N/A,15000,,,"Fry are a contingency release to allow for release of healthy fry after BKD screening, as well as eggs from low positive brood. Total release target exceeds egg target to provide flexibility in releases.",
410,2015,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTH COAST-GEORGIA STRAIT,28,Rebuilding,Primary,40000,Release,Fed Fry,Mamquam R,,28,15000,,,,,,"Fry are a contingency release to allow for release of healthy fry after BKD screening, as well as eggs from low positive brood. Total release target exceeds egg target to provide flexibility in releases.",
411,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Mamquam R,,28,30000,Coded Wire Tag,AD,"30,000",,,2014 was the first brood year of new rearing and release strategy (yearling smolt (smolt 1+)).,
412,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Mamquam R,,28,0,Parentage-based Tagging,N/A,"30,000",,,,
413,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,0,Release,Smolt 1+,Mamquam R,Tenderfoot Creek H,28,10000,Coded Wire Tag,AD,10000,,,2021: Initial assessment results from this rebuilding program suggested that a recalibration of initial (2014) targets was required. Additional monitoring and assessment is required before a full rebuilding phase shift can be implemented. Targets may be subject to in-season adjustments depending on broodstock availability and environmental conditions.,Final
414,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,0,Release,Smolt 1+,Mamquam R,Tenderfoot Creek H,28,0,Parentage-based Tagging,N/A,10000,,,,Final
415,2019,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Mamquam R,,28,"30,000",Coded Wire Tag,AD,"30,000",,,2014 was the first brood year of new rearing and release strategy (yearling smolt (smolt 1+)).,
416,2018,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Mamquam R,,28,30000,Coded Wire Tag,AD,30000,,,2014 was the first brood year of new rearing and release strategy (yearling smolt (smolt 1+)).,
417,2018,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Mamquam R,,28,-,Parentage-based Tagging,N/A,30000,,,,
418,2017,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Mamquam R,,28,30000,Coded Wire Tag,AD,30000,,,2014 was the first brood year of new rearing and release strategy (yearling smolt (smolt 1+)).,
419,2017,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Mamquam R,,28,-,Parentage-based Tagging,N/A,30000,,,,
420,2016,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Mamquam R,,28,30000,Coded Wire Tag,AD,30000,,,2016: increase in release target from 25K to 30K. 2014 was the first brood year of new rearing and release strategy (yearling smolt (smolt 1+)).,
421,2016,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Mamquam R,,28,-,Parentage-based Tagging,N/A,30000,,,,
422,2015,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTH COAST-GEORGIA STRAIT,28,Rebuilding,Primary,-,Release,Smolt 1+,Mamquam R,,28,25000,Coded Wire Tag,AD,25000,,,2014 was the first brood year of new rearing and release strategy (yearling smolt (smolt 1+)).,
423,2014,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Mamquam R,CK-20,SOUTH COAST-GEORGIA STRAIT,28,Rebuilding,Primary,30000,Release,Smolt 1+,Mamquam R,,28,25000,,,,,,2014: new rearing and release strategy (Smolts 1+). Operational and assessment plans are currently being developed.  All yearling smolts to be AdCWT marked with unique code.,
424,2020,Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Maria Sl,CK-7,MARIA SLOUGH_SU_0.3,29D,Assessment/Rebuilding,Primary,-,Release,Smolt 0+,Maria Sl,,29D,100000,Coded Wire Tag,AD,"100,000",,,2020: new production line in 2019 to address low escapement of this single site CU stock. Stock Assessment project proposal submitted to the PSC.,
425,2020,Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Maria Sl,CK-7,MARIA SLOUGH_SU_0.3,29D,Assessment/Rebuilding,Primary,"120,000",Release,Smolt 0+,Maria Sl,,29D,0,Parentage-based Tagging,N/A,"100,000",,,,
426,2020,Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Maria Sl,CK-7,MARIA SLOUGH_SU_0.3,29D,Assessment/Rebuilding,Primary,-,Release,Smolt 0+,Maria Sl,,29D,0,Passive Integrated Transponde,N/A,"10,000",,,,
427,2021,Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Maria Sl,CK-7,MARIA SLOUGH_SU_0.3,29D,Assessment/Rebuilding,Primary,120000,Release,Smolt 0+,Maria Sl,Chehalis River H,29D,100000,Coded Wire Tag,AD,100000,,,,Preliminary
428,2021,Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Maria Sl,CK-7,MARIA SLOUGH_SU_0.3,29D,Assessment/Rebuilding,Primary,0,Release,Smolt 0+,Maria Sl,Chehalis River H,29D,0,Parentage-based Tagging,N/A,100000,,,,Preliminary
429,2021,Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Maria Sl,CK-7,MARIA SLOUGH_SU_0.3,29D,Assessment/Rebuilding,Primary,0,Release,Smolt 0+,Maria Sl,Chehalis River H,29D,0,Passive Integrated Transponde,N/A,10000,,,,Preliminary
430,2019,Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Maria Sl,CK-7,MARIA SLOUGH_SU_0.3,29D,Assessment/Rebuilding,Primary,"120,000",Release,Smolt 0+,Maria Sl,,29D,"100,000",Coded Wire Tag,AD,"100,000",,,2019 - New production line. Release target under discussion. Single site CU of conservation concern. Reconsidered for 2020 pending development of a strategic recovery plan. Hope Sl and Camp Sl also being considered as broodstock source.,
431,2018,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Portage Cr,CK-9,MIDDLE FRASER RIVER-PORTAGE_FA_1.3,29G,Rebuilding,Primary,60000,Release,Smolt 1+,Portage Cr,,29G,50000,Coded Wire Tag,AD,50000,,,2018: New production. Pending external funding.,
432,2017,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Portage Cr,CK-9,MIDDLE FRASER RIVER-PORTAGE_FA_1.3,29G,Rebuilding,Primary,60000,Release,Smolt 1+,Portage Cr,,29G,50000,Coded Wire Tag,AD,50000,,,2017: new proposal. Planning is currently underway to assess the feasibility of this production.,
433,2014,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Squamish R,CK-20,SOUTH COAST-GEORGIA STRAIT,28,Rebuilding,Primary,10000,Release,Smolt 1+,Powerhouse Ch,,14,10000,,,,,,"Ashlu, Shovelnose and Powerhouse targets can all be considered contingencies. In-season evaluation of broodstock availability and water levels will allow determination of target stocks for enhancement. All S1 smolts to be AdCWT'd",
434,2016,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Powerhouse Ch (Shovelnos),CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Fed Fry,Powerhouse Ch (Shovelnos),,28,-,,,,,,2016: Powerhouse Ch omitted as a targeted stock.,
435,2016,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Powerhouse Ch (Shovelnos),CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Powerhouse Ch (Shovelnos),,28,-,,,,,,2016: Powerhouse Ch omitted as a targeted stock.,
436,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,0,Release,Fed Fry,Shovelnose Cr,Tenderfoot Creek H,28,5000,Coded Wire Tag,AD,5000,,,"2021: Initial assessment results from this rebuilding program suggested that a recalibration of initial (2014) targets was required. Additional monitoring and assessment is required before a full rebuilding phase shift can be implemented. Targets may be subject to in-season adjustments depending on broodstock availability and environmental conditions. Smolt 1+ strategy will be prioritized fed fry release, if necessary.",Final
437,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,0,Release,Fed Fry,Shovelnose Cr,Tenderfoot Creek H,28,0,Parentage-based Tagging,N/A,5000,,,,Final
438,2017,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,21000,Release,Fed Fry,Shovelnose Cr,,28,15000,Parentage-based Tagging,N/A,15000,,,"Fry are a contingency release to allow for release of healthy fry after BKD screening, as well as eggs from low positive brood. Total release target exceeds egg target to provide flexibility in releases.",
439,2016,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,21000,Release,Fed Fry,Shovelnose Cr,,28,15000,Parentage-based Tagging,N/A,15000,,,"Fry are a contingency release to allow for release of healthy fry after BKD screening, as well as eggs from low positive brood. Total release target exceeds egg target to provide flexibility in releases.",
440,2015,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTH COAST-GEORGIA STRAIT,28,Rebuilding,Primary,20000,Release,Fed Fry,Shovelnose Cr,,28,15000,,,,,,"Fry are a contingency release to allow for release of healthy fry after BKD screening, as well as eggs from low positive brood. Total release target exceeds egg target to provide flexibiilty in releases.",
441,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Shovelnose Cr,,28,15000,Coded Wire Tag,AD,"15,000",,,2014 was the first brood year of new rearing and release strategy (yearling smolts (smolt 1+)). Targets are subject to in-season adjustments depending on broodstock availability and enviromental conditions.,
442,2020,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Shovelnose Cr,,28,0,Parentage-based Tagging,N/A,"15,000",,,,
443,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,0,Release,Smolt 1+,Shovelnose Cr,Tenderfoot Creek H,28,10000,Coded Wire Tag,AD,10000,,,2021: Initial assessment results from this rebuilding program suggested that a recalibration of initial (2014) targets was required. Additional monitoring and assessment is required before a full rebuilding phase shift can be implemented. Targets may be subject to in-season adjustments depending on broodstock availability and environmental conditions.,Final
444,2021,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,0,Release,Smolt 1+,Shovelnose Cr,Tenderfoot Creek H,28,0,Parentage-based Tagging,N/A,10000,,,,Final
445,2019,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Shovelnose Cr,,28,"15,000",Coded Wire Tag,AD,"15,000",,,2014 was the first brood year of new rearing and release strategy (yearling smolts (smolt 1+)). Targets are subject to in-season adjustments depending on broodstock availability and enviromental conditions.,
446,2018,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Shovelnose Cr,,28,15000,Coded Wire Tag,AD,15000,,,2014 was the first brood year of new rearing and release strategy (yearling smolts (smolt 1+)). Targets are subject to in-season adjustments depending on broodstock availability and enviromental conditions.,
447,2018,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Shovelnose Cr,,28,-,Parentage-based Tagging,N/A,15000,,,,
448,2017,Lower Fraser River,OPS,Tenderfoot Cr,WEM - Tenderfoot Creek Hatchery,Chinook,Summer,Shovelnose Cr,CK-20,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,28,Rebuilding,Primary,-,Release,Smolt 1+,Shovelnose Cr,,28,15000,Coded Wire Tag,AD,15000,,,2014 was the first brood year of new rearing and release strategy (yearling smolts (smolt 1+)). Targets are subject to in-season adjustments depending on broodstock availability and enviromental conditions.,
